zHD,MU
0.964,44.00184033036513
0.965,44.00462209205885
0.966,44.00740102086799
0.967,44.01017712233224
0.968,44.01295040197507
0.969,44.01572086530382
0.97,44.018488517809715
0.971,44.02125336496795
0.972,44.024015412237745
0.973,44.026774665062426
0.974,44.02953112886949
0.975,44.03228480907063
0.976,44.03503571106182
0.977,44.03778384022341
0.978,44.04052920192013
0.979,44.04327180150118
0.98,44.04601164430028
0.981,44.048748735635755
0.982,44.05148308081057
0.983,44.05421468511241
0.984,44.05694355381371
0.985,44.05966969217173
0.986,44.06239310542865
0.987,44.06511379881155
0.988,44.06783177753255
0.989,44.0705470467888
0.99,44.0732596117626
0.991,44.07596947762141
0.992,44.07867664951793
0.993,44.08138113259015
0.994,44.08408293196141
0.995,44.086782052740446
0.996,44.08947850002147
0.997,44.09217227888419
0.998,44.09486339439391
0.999,44.09755185160156
